unit_name,area_km2,population,lst_mean,lst_anom_mean,lst_sd,ndvi_mean,ndbi_mean,tree_frac,green_frac,built_frac,water_frac,ndvi_veg_frac,heat_exposure
Bhaktapur,123.14953022928792,360035.9608240429,29.999713035388677,1.6237128881189533,2.8780936695648323,0.446272196305784,-0.052683903278568506,0.32165830420698066,0.8237817155293573,0.17128349078940058,2.841327724589546E-4,0.8019015927667794,584595.029776289
Dhading,42.877154969805176,10247.135125996896,28.477119118423182,0.10111897115338271,3.489667340521696,0.5790745791984175,-0.12945777486605645,0.7866497888590036,0.9843846599104552,0.013942727446061492,0.0,0.9853827030045457,1036.179761210495
Kathmandu,415.98991635246546,5867519.171802585,29.063109354202496,0.6871092069328648,4.278783474518394,0.4809060615379809,-0.08103362900200464,0.4771879098449301,0.7554310083769276,0.2371606958961643,3.996938198470852E-4,0.7655416659413756,4031626.444800654
Kavrepalanchok,181.42943767883756,30413.664198899864,27.331508854718546,-1.044491292551076,3.181360604437747,0.5931051102737073,-0.1360947032710709,0.6833722348290193,0.9657601891319824,0.031766203340818984,6.57778296280954E-5,0.9739076804635822,0.0
Lalitpur,155.82292787861937,513409.3769035374,28.78263548478134,0.40663533751150255,3.560589788322991,0.4742869779033006,-0.07773815100402398,0.4372658503132415,0.793673368749715,0.19375065665585578,6.474899562065236E-4,0.7903270294838405,208770.39525874017
Makwanpur,75.91746583616055,8913.01265372154,26.496934346413468,-1.8790658008563872,3.9893278314797063,0.5990222478255219,-0.1338939840311023,0.7857306489270869,0.9873754979864736,0.005239234722163273,1.0482086791925329E-4,0.977052410064004,0.0
Nuwakot,154.40753096480225,23785.767078455516,27.232591139809706,-1.1434090074599312,4.086577296816938,0.5979831103320911,-0.1336366812023261,0.8016807485996514,0.9885494731197544,0.009029920958417152,1.5455447490662642E-5,0.9863734269258667,0.0
Sindhupalchok,65.55726086228198,11639.993823005621,27.610530761933262,-0.7654693853363581,3.3726838303314097,0.5811543146108298,-0.10805933099583438,0.7316407188430119,0.9863102787632123,0.007608649503817737,1.2123633101968462E-4,0.9925858040624059,0.0
